Scheme Strike Density
LS 2.7679 6.61e-03
LMG2 2.7679 6.77e-03
RAN 2.7679 6.50e-03
RE 2.7679 6.65e-03
TRBDF2 2.7679 6.61e-03
CN 2.7679 6.52e-03
Hagan 2.7878 7.2927e-03
LMG3 2.7878 6.45e-03
LS 2.7878 6.34e-03
LMG2 2.7878 6.50e-03
RAN 2.7878 6.24e-03
RE 2.7878 6.38e-03
TRBDF2 2.7878 6.34e-03
CN 2.7878 6.25e-03
Hagan 2.8079 7.0269e-03
LMG3 2.8079 6.18e-03
LS 2.8079 6.08e-03
LMG2 2.8079 6.24e-03
RAN 2.8079 5.98e-03
RE 2.8079 6.12e-03
TRBDF2 2.8079 6.08e-03
CN 2.8079 5.99e-03
Hagan 2.8283 6.7701e-03
LMG3 2.8283 5.93e-03
LS 2.8283 5.83e-03
LMG2 2.8283 5.99e-03
RAN 2.8283 5.74e-03
RE 2.8283 5.88e-03
TRBDF2 2.8283 5.83e-03
CN 2.8283 5.74e-03
Hagan 2.8489 6.5222e-03
LMG3 2.8489 5.69e-03
LS 2.8489 5.59e-03
LMG2 2.8489 5.75e-03
RAN 2.8489 5.51e-03
RE 2.8489 5.64e-03
TRBDF2 2.8489 5.59e-03
CN 2.8489 5.50e-03
Hagan 2.8698 6.2827e-03
LMG3 2.8698 5.46e-03
LS 2.8698 5.36e-03
LMG2 2.8698 5.51e-03
RAN 2.8698 5.28e-03
RE 2.8698 5.41e-03
TRBDF2 2.8698 5.36e-03
CN 2.8698 5.27e-03
Hagan 2.8909 6.0515e-03
LMG3 2.8909 5.23e-03
LS 2.8909 5.13e-03
LMG2 2.8909 5.29e-03
RAN 2.8909 5.07e-03
RE 2.8909 5.19e-03
TRBDF2 2.8909 5.13e-03
CN 2.8909 5.05e-03
Hagan 2.9122 5.8283e-03
LMG3 2.9122 5.01e-03
LS 2.9122 4.92e-03
LMG2 2.9122 5.07e-03
RAN 2.9122 4.86e-03
RE 2.9122 4.97e-03
TRBDF2 2.9122 4.92e-03
CN 2.9122 4.83e-03
Hagan 2.9338 5.6129e-03
LMG3 2.9338 4.81e-03
LS 2.9338 4.71e-03
LMG2 2.9338 4.87e-03
RAN 2.9338 4.66e-03
RE 2.9338 4.77e-03
TRBDF2 2.9338 4.71e-03
CN 2.9338 4.63e-03
Hagan 2.9556 5.4049e-03
LMG3 2.9556 4.61e-03
LS 2.9556 4.51e-03
LMG2 2.9556 4.66e-03
RAN 2.9556 4.46e-03
RE 2.9556 4.57e-03
TRBDF2 2.9556 4.51e-03
CN 2.9556 4.43e-03
Hagan 2.9777 5.2041e-03
LMG3 2.9777 4.41e-03
LS 2.9777 4.32e-03
LMG2 2.9777 4.47e-03
RAN 2.9777 4.28e-03
RE 2.9777 4.38e-03
TRBDF2 2.9777 4.32e-03
CN 2.9777 4.24e-03
Hagan 3.0001 5.0103e-03
LMG3 3.0001 4.23e-03
LS 3.0001 4.14e-03
LMG2 3.0001 4.29e-03
RAN 3.0001 4.10e-03
RE 3.0001 4.20e-03
TRBDF2 3.0001 4.14e-03
CN 3.0001 4.06e-03
Hagan 3.0227 4.8233e-03
LMG3 3.0227 4.05e-03
LS 3.0227 3.96e-03
LMG2 3.0227 4.11e-03
RAN 3.0227 3.93e-03
RE 3.0227 4.03e-03
TRBDF2 3.0227 3.96e-03
CN 3.0227 3.88e-03
Hagan 3.0456 4.6428e-03
LMG3 3.0456 3.88e-03
LS 3.0456 3.79e-03
LMG2 3.0456 3.93e-03
RAN 3.0456 3.76e-03
RE 3.0456 3.86e-03
TRBDF2 3.0456 3.79e-03
CN 3.0456 3.71e-03
Hagan 3.0687 4.4687e-03
LMG3 3.0687 3.71e-03
LS 3.0687 3.63e-03
LMG2 3.0687 3.77e-03
RAN 3.0687 3.60e-03
RE 3.0687 3.69e-03
TRBDF2 3.0687 3.63e-03
CN 3.0687 3.55e-03
Hagan 3.0922 4.3007e-03
LMG3 3.0922 3.55e-03
LS 3.0922 3.47e-03
LMG2 3.0922 3.61e-03
RAN 3.0922 3.45e-03
RE 3.0922 3.54e-03
TRBDF2 3.0922 3.47e-03
CN 3.0922 3.40e-03
Hagan 3.1159 4.1386e-03
LMG3 3.1159 3.40e-03
LS 3.1159 3.32e-03
LMG2 3.1159 3.46e-03
RAN 3.1159 3.30e-03
RE 3.1159 3.39e-03
TRBDF2 3.1159 3.32e-03
CN 3.1159 3.25e-03
Hagan 3.1399 3.9822e-03
LMG3 3.1399 3.25e-03
LS 3.1399 3.17e-03
LMG2 3.1399 3.31e-03
RAN 3.1399 3.16e-03
RE 3.1399 3.24e-03
TRBDF2 3.1399 3.17e-03
CN 3.1399 3.10e-03
Hagan 3.1641 3.8314e-03
LMG3 3.1641 3.11e-03
LS 3.1641 3.04e-03
LMG2 3.1641 3.17e-03
RAN 3.1641 3.02e-03
RE 3.1641 3.10e-03
TRBDF2 3.1641 3.04e-03
CN 3.1641 2.97e-03
Hagan 3.1887 3.6859e-03
LMG3 3.1887 2.98e-03
LS 3.1887 2.90e-03
LMG2 3.1887 3.03e-03
RAN 3.1887 2.89e-03
RE 3.1887 2.97e-03
TRBDF2 3.1887 2.90e-03
CN 3.1887 2.83e-03
Hagan 3.2135 3.5456e-03
LMG3 3.2135 2.85e-03
LS 3.2135 2.77e-03
LMG2 3.2135 2.90e-03
RAN 3.2135 2.77e-03
RE 3.2135 2.84e-03
TRBDF2 3.2135 2.77e-03
CN 3.2135 2.71e-03
Hagan 3.2387 3.4103e-03
LMG3 3.2387 2.72e-03
LS 3.2387 2.65e-03
LMG2 3.2387 2.77e-03
RAN 3.2387 2.65e-03
RE 3.2387 2.72e-03
TRBDF2 3.2387 2.65e-03
CN 3.2387 2.59e-03
Hagan 3.2641 3.2798e-03
LMG3 3.2641 2.60e-03
LS 3.2641 2.53e-03
LMG2 3.2641 2.65e-03
RAN 3.2641 2.53e-03
RE 3.2641 2.60e-03
TRBDF2 3.2641 2.53e-03
CN 3.2641 2.47e-03
Hagan 3.2898 3.1540e-03
LMG3 3.2898 2.48e-03
LS 3.2898 2.42e-03
LMG2 3.2898 2.53e-03
RAN 3.2898 2.42e-03
RE 3.2898 2.48e-03
TRBDF2 3.2898 2.42e-03
CN 3.2898 2.36e-03
Hagan 3.3159 3.0328e-03
LMG3 3.3159 2.37e-03
LS 3.3159 2.31e-03
LMG2 3.3159 2.42e-03
RAN 3.3159 2.31e-03
RE 3.3159 2.37e-03
TRBDF2 3.3159 2.31e-03
CN 3.3159 2.25e-03
Hagan 3.3422 2.9159e-03
LMG3 3.3422 2.26e-03
LS 3.3422 2.20e-03
LMG2 3.3422 2.31e-03
RAN 3.3422 2.21e-03
RE 3.3422 2.27e-03
TRBDF2 3.3422 2.20e-03
CN 3.3422 2.14e-03
Hagan 3.3689 2.8032e-03
LMG3 3.3689 2.16e-03
LS 3.3689 2.10e-03
LMG2 3.3689 2.21e-03
RAN 3.3689 2.11e-03
RE 3.3689 2.16e-03
TRBDF2 3.3689 2.10e-03
CN 3.3689 2.05e-03
Hagan 3.3959 2.6946e-03
LMG3 3.3959 2.06e-03
LS 3.3959 2.00e-03
LMG2 3.3959 2.11e-03
RAN 3.3959 2.01e-03
RE 3.3959 2.07e-03
TRBDF2 3.3959 2.00e-03
CN 3.3959 1.95e-03
Hagan 3.4232 2.5899e-03
LMG3 3.4232 1.97e-03
LS 3.4232 1.91e-03
LMG2 3.4232 2.01e-03
RAN 3.4232 1.92e-03
RE 3.4232 1.97e-03
TRBDF2 3.4232 1.91e-03
CN 3.4232 1.86e-03
Hagan 3.4508 2.4890e-03
LMG3 3.4508 1.88e-03
LS 3.4508 1.82e-03
LMG2 3.4508 1.92e-03
RAN 3.4508 1.83e-03
RE 3.4508 1.88e-03
TRBDF2 3.4508 1.82e-03
CN 3.4508 1.77e-03
Hagan 3.4788 2.3918e-03
LMG3 3.4788 1.79e-03
LS 3.4788 1.73e-03
LMG2 3.4788 1.83e-03
RAN 3.4788 1.75e-03
RE 3.4788 1.79e-03
TRBDF2 3.4788 1.73e-03
CN 3.4788 1.69e-03
Hagan 3.5071 2.2981e-03
LMG3 3.5071 1.70e-03
LS 3.5071 1.65e-03
LMG2 3.5071 1.75e-03
RAN 3.5071 1.66e-03
RE 3.5071 1.71e-03
TRBDF2 3.5071 1.65e-03
CN 3.5071 1.61e-03
Hagan 3.5357 2.2079e-03
LMG3 3.5357 1.62e-03
LS 3.5357 1.57e-03
LMG2 3.5357 1.66e-03
RAN 3.5357 1.59e-03
RE 3.5357 1.63e-03
TRBDF2 3.5357 1.57e-03
CN 3.5357 1.53e-03
Hagan 3.5647 2.1210e-03
LMG3 3.5647 1.55e-03
LS 3.5647 1.50e-03
LMG2 3.5647 1.59e-03
RAN 3.5647 1.51e-03
RE 3.5647 1.55e-03
TRBDF2 3.5647 1.50e-03
CN 3.5647 1.45e-03
Hagan 3.5941 2.0373e-03
LMG3 3.5941 1.47e-03
LS 3.5941 1.42e-03
LMG2 3.5941 1.51e-03
RAN 3.5941 1.44e-03
RE 3.5941 1.48e-03
TRBDF2 3.5941 1.42e-03
CN 3.5941 1.38e-03
Hagan 3.6237 1.9566e-03
LMG3 3.6237 1.40e-03
LS 3.6237 1.35e-03
LMG2 3.6237 1.44e-03
RAN 3.6237 1.37e-03
RE 3.6237 1.41e-03
TRBDF2 3.6237 1.35e-03
CN 3.6237 1.31e-03
Hagan 3.6538 1.8790e-03
LMG3 3.6538 1.33e-03
LS 3.6538 1.29e-03
LMG2 3.6538 1.37e-03
RAN 3.6538 1.30e-03
RE 3.6538 1.34e-03
TRBDF2 3.6538 1.29e-03
CN 3.6538 1.25e-03
Hagan 3.6842 1.8042e-03
LMG3 3.6842 1.26e-03
LS 3.6842 1.22e-03
LMG2 3.6842 1.30e-03
RAN 3.6842 1.24e-03
RE 3.6842 1.27e-03
TRBDF2 3.6842 1.22e-03
CN 3.6842 1.19e-03
Hagan 3.7149 1.7322e-03
LMG3 3.7149 1.20e-03
LS 3.7149 1.16e-03
LMG2 3.7149 1.23e-03
RAN 3.7149 1.18e-03
RE 3.7149 1.21e-03
TRBDF2 3.7149 1.16e-03
CN 3.7149 1.13e-03
Hagan 3.7461 1.6629e-03
LMG3 3.7461 1.14e-03
LS 3.7461 1.10e-03
LMG2 3.7461 1.17e-03
RAN 3.7461 1.12e-03
RE 3.7461 1.15e-03
TRBDF2 3.7461 1.10e-03
CN 3.7461 1.07e-03
Hagan 3.7776 1.5961e-03
LMG3 3.7776 1.08e-03
LS 3.7776 1.04e-03
LMG2 3.7776 1.11e-03
RAN 3.7776 1.06e-03
RE 3.7776 1.09e-03
TRBDF2 3.7776 1.04e-03
CN 3.7776 1.01e-03
Hagan 3.8095 1.5319e-03
LMG3 3.8095 1.03e-03
LS 3.8095 9.90e-04
LMG2 3.8095 1.06e-03
RAN 3.8095 1.01e-03
RE 3.8095 1.03e-03
TRBDF2 3.8095 9.90e-04
CN 3.8095 9.59e-04
Hagan 3.8417 1.4701e-03
LMG3 3.8417 9.72e-04
LS 3.8417 9.38e-04
LMG2 3.8417 1.00e-03
RAN 3.8417 9.53e-04
RE 3.8417 9.81e-04
TRBDF2 3.8417 9.38e-04
CN 3.8417 9.08e-04
Hagan 3.8744 1.4106e-03
LMG3 3.8744 9.20e-04
LS 3.8744 8.87e-04
LMG2 3.8744 9.48e-04
RAN 3.8744 9.03e-04
RE 3.8744 9.29e-04
TRBDF2 3.8744 8.87e-04
CN 3.8744 8.59e-04
Hagan 3.9075 1.3533e-03
LMG3 3.9075 8.70e-04
LS 3.9075 8.39e-04
LMG2 3.9075 8.97e-04
RAN 3.9075 8.54e-04
RE 3.9075 8.79e-04
TRBDF2 3.9075 8.39e-04
CN 3.9075 8.12e-04
Hagan 3.9409 1.2982e-03
LMG3 3.9409 8.22e-04
LS 3.9409 7.93e-04
LMG2 3.9409 8.48e-04
RAN 3.9409 8.08e-04
RE 3.9409 8.31e-04
TRBDF2 3.9409 7.93e-04
CN 3.9409 7.67e-04
Hagan 3.9748 1.2452e-03
LMG3 3.9748 7.77e-04
LS 3.9748 7.48e-04
LMG2 3.9748 8.01e-04
RAN 3.9748 7.63e-04
RE 3.9748 7.85e-04
TRBDF2 3.9748 7.48e-04
CN 3.9748 7.24e-04
Hagan 4.0091 1.1943e-03
LMG3 4.0091 7.33e-04
LS 4.0091 7.06e-04
LMG2 4.0091 7.56e-04
RAN 4.0091 7.20e-04
RE 4.0091 7.41e-04
TRBDF2 4.0091 7.05e-04
CN 4.0091 6.82e-04
Hagan 4.0438 1.1452e-03
LMG3 4.0438 6.90e-04
LS 4.0438 6.65e-04
LMG2 4.0438 7.13e-04
RAN 4.0438 6.79e-04
RE 4.0438 6.99e-04
TRBDF2 4.0438 6.65e-04
CN 4.0438 6.42e-04
Hagan 4.0789 1.0980e-03
LMG3 4.0789 6.50e-04
LS 4.0789 6.25e-04
LMG2 4.0789 6.71e-04
RAN 4.0789 6.39e-04
RE 4.0789 6.58e-04
TRBDF2 4.0789 6.25e-04
CN 4.0789 6.04e-04
Hagan 4.1144 1.0527e-03
LMG3 4.1144 6.11e-04
LS 4.1144 5.88e-04
LMG2 4.1144 6.31e-04
RAN 4.1144 6.01e-04
RE 4.1144 6.19e-04
TRBDF2 4.1144 5.88e-04
CN 4.1144 5.68e-04
Hagan 4.1504 1.0091e-03
LMG3 4.1504 5.73e-04
LS 4.1504 5.51e-04
LMG2 4.1504 5.93e-04
RAN 4.1504 5.64e-04
RE 4.1504 5.81e-04
TRBDF2 4.1504 5.51e-04
CN 4.1504 5.33e-04
Hagan 4.1868 9.6711e-04
LMG3 4.1868 5.37e-04
LS 4.1868 5.17e-04
LMG2 4.1868 5.56e-04
RAN 4.1868 5.29e-04
RE 4.1868 5.45e-04
TRBDF2 4.1868 5.17e-04
CN 4.1868 4.99e-04
Hagan 4.2236 9.2679e-04
LMG3 4.2236 5.03e-04
LS 4.2236 4.83e-04
LMG2 4.2236 5.20e-04
RAN 4.2236 4.95e-04
RE 4.2236 5.10e-04
TRBDF2 4.2236 4.83e-04
CN 4.2236 4.67e-04
Hagan 4.2609 8.8803e-04
LMG3 4.2609 4.70e-04
LS 4.2609 4.51e-04
LMG2 4.2609 4.86e-04
RAN 4.2609 4.63e-04
RE 4.2609 4.76e-04
TRBDF2 4.2609 4.51e-04
CN 4.2609 4.36e-04
Hagan 4.2987 8.5078e-04
LMG3 4.2987 4.38e-04
LS 4.2987 4.21e-04
LMG2 4.2987 4.53e-04
RAN 4.2987 4.32e-04
RE 4.2987 4.44e-04
TRBDF2 4.2987 4.21e-04
CN 4.2987 4.06e-04
Hagan 4.3369 8.1498e-04
LMG3 4.3369 4.07e-04
LS 4.3369 3.91e-04
LMG2 4.3369 4.22e-04
RAN 4.3369 4.02e-04
RE 4.3369 4.13e-04
TRBDF2 4.3369 3.91e-04
CN 4.3369 3.78e-04
Hagan 4.3756 7.8058e-04
LMG3 4.3756 3.78e-04
LS 4.3756 3.63e-04
LMG2 4.3756 3.91e-04
RAN 4.3756 3.73e-04
RE 4.3756 3.84e-04
TRBDF2 4.3756 3.63e-04
CN 4.3756 3.50e-04
Hagan 4.4148 7.4753e-04
LMG3 4.4148 3.50e-04
LS 4.4148 3.36e-04
LMG2 4.4148 3.62e-04
RAN 4.4148 3.45e-04
RE 4.4148 3.55e-04
TRBDF2 4.4148 3.36e-04
CN 4.4148 3.24e-04
Hagan 4.4544 7.1577e-04
LMG3 4.4544 3.23e-04
LS 4.4544 3.10e-04
LMG2 4.4544 3.34e-04
RAN 4.4544 3.18e-04
RE 4.4544 3.28e-04
TRBDF2 4.4544 3.10e-04
CN 4.4544 2.99e-04
Hagan 4.4945 6.8527e-04
LMG3 4.4945 2.97e-04
LS 4.4945 2.85e-04
LMG2 4.4945 3.07e-04
RAN 4.4945 2.93e-04
RE 4.4945 3.01e-04
TRBDF2 4.4945 2.85e-04
CN 4.4945 2.75e-04
Hagan 4.5351 6.5597e-04
LMG3 4.5351 2.72e-04
LS 4.5351 2.61e-04
LMG2 4.5351 2.82e-04
RAN 4.5351 2.68e-04
RE 4.5351 2.76e-04
TRBDF2 4.5351 2.61e-04
CN 4.5351 2.51e-04
Hagan 4.5762 6.2783e-04
LMG3 4.5762 2.48e-04
LS 4.5762 2.37e-04
LMG2 4.5762 2.57e-04
RAN 4.5762 2.44e-04
RE 4.5762 2.52e-04
TRBDF2 4.5762 2.37e-04
CN 4.5762 2.29e-04
Hagan 4.6179 6.0081e-04
LMG3 4.6179 2.24e-04
LS 4.6179 2.15e-04
LMG2 4.6179 2.33e-04
RAN 4.6179 2.22e-04
RE 4.6179 2.28e-04
TRBDF2 4.6179 2.15e-04
CN 4.6179 2.08e-04
Hagan 4.6600 5.7487e-04
LMG3 4.6600 2.02e-04
LS 4.6600 1.94e-04
LMG2 4.6600 2.10e-04
RAN 4.6600 2.00e-04
RE 4.6600 2.06e-04
TRBDF2 4.6600 1.94e-04
CN 4.6600 1.87e-04
Hagan 4.7026 5.4996e-04
LMG3 4.7026 1.81e-04
LS 4.7026 1.73e-04
LMG2 4.7026 1.88e-04
RAN 4.7026 1.79e-04
RE 4.7026 1.84e-04
TRBDF2 4.7026 1.73e-04
CN 4.7026 1.67e-04
Hagan 4.7458 5.2606e-04
LMG3 4.7458 1.60e-04
LS 4.7458 1.54e-04
LMG2 4.7458 1.66e-04
RAN 4.7458 1.58e-04
RE 4.7458 1.63e-04
TRBDF2 4.7458 1.54e-04
CN 4.7458 1.48e-04
Hagan 4.7895 5.0312e-04
LMG3 4.7895 1.41e-04
LS 4.7895 1.35e-04
LMG2 4.7895 1.46e-04
RAN 4.7895 1.39e-04
RE 4.7895 1.43e-04
TRBDF2 4.7895 1.35e-04
CN 4.7895 1.30e-04
Hagan 4.8337 4.8110e-04
LMG3 4.8337 1.22e-04
LS 4.8337 1.17e-04
LMG2 4.8337 1.26e-04
RAN 4.8337 1.20e-04
RE 4.8337 1.24e-04
TRBDF2 4.8337 1.17e-04
CN 4.8337 1.12e-04
Hagan 4.8785 4.5997e-04
LMG3 4.8785 1.03e-04
LS 4.8785 9.90e-05
LMG2 4.8785 1.07e-04
RAN 4.8785 1.02e-04
RE 4.8785 1.05e-04
TRBDF2 4.8785 9.90e-05
CN 4.8785 9.54e-05
Hagan 4.9238 4.3971e-04
LMG3 4.9238 8.57e-05
LS 4.9238 8.21e-05
LMG2 4.9238 8.89e-05
RAN 4.9238 8.47e-05
RE 4.9238 8.72e-05
TRBDF2 4.9238 8.21e-05
CN 4.9238 7.91e-05
Hagan 4.9697 4.2027e-04
LMG3 4.9697 6.87e-05
LS 4.9697 6.59e-05
LMG2 4.9697 7.14e-05
RAN 4.9697 6.80e-05
RE 4.9697 7.00e-05
TRBDF2 4.9697 6.59e-05
CN 4.9697 6.35e-05
Hagan 5.0162 4.0162e-04
LMG3 5.0162 5.24e-05
LS 5.0162 5.03e-05
LMG2 5.0162 5.45e-05
RAN 5.0162 5.19e-05
RE 5.0162 5.34e-05
TRBDF2 5.0162 5.03e-05
CN 5.0162 4.84e-05
Hagan 5.0632 3.8374e-04
LMG3 5.0632 3.68e-05
LS 5.0632 3.52e-05
LMG2 5.0632 3.82e-05
RAN 5.0632 3.63e-05
RE 5.0632 3.74e-05
TRBDF2 5.0632 3.52e-05
CN 5.0632 3.39e-05
Hagan 5.1108 3.6659e-04
LMG3 5.1108 7.19e-06
LS 5.1108 6.89e-06
LMG2 5.1108 7.47e-06
RAN 5.1108 7.11e-06
RE 5.1108 7.33e-06
TRBDF2 5.1108 6.89e-06
CN 5.1108 6.64e-06
