Scheme Strike Density
RE 0.6342 5.02e-01
TRBDF2 0.6342 5.02e-01
CN 0.6342 5.13e-01
Hagan 0.6390 4.7672e-01
LMG3 0.6390 5.10e-01
LS 0.6390 5.12e-01
LMG2 0.6390 5.07e-01
RAN 0.6390 5.08e-01
RE 0.6390 5.12e-01
TRBDF2 0.6390 5.12e-01
CN 0.6390 5.25e-01
Hagan 0.6439 4.8669e-01
LMG3 0.6439 5.20e-01
LS 0.6439 5.22e-01
LMG2 0.6439 5.18e-01
RAN 0.6439 5.18e-01
RE 0.6439 5.23e-01
TRBDF2 0.6439 5.22e-01
CN 0.6439 5.36e-01
Hagan 0.6487 4.9679e-01
LMG3 0.6487 5.30e-01
LS 0.6487 5.32e-01
LMG2 0.6487 5.28e-01
RAN 0.6487 5.28e-01
RE 0.6487 5.33e-01
TRBDF2 0.6487 5.32e-01
CN 0.6487 5.48e-01
Hagan 0.6535 5.0704e-01
LMG3 0.6535 5.41e-01
LS 0.6535 5.43e-01
LMG2 0.6535 5.38e-01
RAN 0.6535 5.39e-01
RE 0.6535 5.43e-01
TRBDF2 0.6535 5.43e-01
CN 0.6535 5.59e-01
Hagan 0.6582 5.1743e-01
LMG3 0.6582 5.51e-01
LS 0.6582 5.53e-01
LMG2 0.6582 5.49e-01
RAN 0.6582 5.49e-01
RE 0.6582 5.54e-01
TRBDF2 0.6582 5.53e-01
CN 0.6582 5.71e-01
Hagan 0.6630 5.2796e-01
LMG3 0.6630 5.62e-01
LS 0.6630 5.64e-01
LMG2 0.6630 5.60e-01
RAN 0.6630 5.60e-01
RE 0.6630 5.65e-01
TRBDF2 0.6630 5.64e-01
CN 0.6630 5.83e-01
Hagan 0.6677 5.3862e-01
LMG3 0.6677 5.72e-01
LS 0.6677 5.74e-01
LMG2 0.6677 5.70e-01
RAN 0.6677 5.71e-01
RE 0.6677 5.76e-01
TRBDF2 0.6677 5.74e-01
CN 0.6677 5.96e-01
Hagan 0.6723 5.4943e-01
LMG3 0.6723 5.83e-01
LS 0.6723 5.85e-01
LMG2 0.6723 5.81e-01
RAN 0.6723 5.82e-01
RE 0.6723 5.86e-01
TRBDF2 0.6723 5.85e-01
CN 0.6723 6.08e-01
Hagan 0.6770 5.6037e-01
LMG3 0.6770 5.94e-01
LS 0.6770 5.96e-01
LMG2 0.6770 5.92e-01
RAN 0.6770 5.93e-01
RE 0.6770 5.97e-01
TRBDF2 0.6770 5.96e-01
CN 0.6770 6.20e-01
Hagan 0.6816 5.7145e-01
LMG3 0.6816 6.05e-01
LS 0.6816 6.07e-01
LMG2 0.6816 6.03e-01
RAN 0.6816 6.04e-01
RE 0.6816 6.09e-01
TRBDF2 0.6816 6.07e-01
CN 0.6816 6.33e-01
Hagan 0.6862 5.8267e-01
LMG3 0.6862 6.16e-01
LS 0.6862 6.18e-01
LMG2 0.6862 6.15e-01
RAN 0.6862 6.15e-01
RE 0.6862 6.20e-01
TRBDF2 0.6862 6.18e-01
CN 0.6862 6.45e-01
Hagan 0.6908 5.9401e-01
LMG3 0.6908 6.28e-01
LS 0.6908 6.29e-01
LMG2 0.6908 6.26e-01
RAN 0.6908 6.27e-01
RE 0.6908 6.31e-01
TRBDF2 0.6908 6.29e-01
CN 0.6908 6.58e-01
Hagan 0.6953 6.0549e-01
LMG3 0.6953 6.39e-01
LS 0.6953 6.40e-01
LMG2 0.6953 6.37e-01
RAN 0.6953 6.38e-01
RE 0.6953 6.43e-01
TRBDF2 0.6953 6.40e-01
CN 0.6953 6.71e-01
Hagan 0.6998 6.1710e-01
LMG3 0.6998 6.51e-01
LS 0.6998 6.52e-01
LMG2 0.6998 6.49e-01
RAN 0.6998 6.50e-01
RE 0.6998 6.54e-01
TRBDF2 0.6998 6.52e-01
CN 0.6998 6.84e-01
Hagan 0.7043 6.2883e-01
LMG3 0.7043 6.62e-01
LS 0.7043 6.63e-01
LMG2 0.7043 6.61e-01
RAN 0.7043 6.61e-01
RE 0.7043 6.66e-01
TRBDF2 0.7043 6.63e-01
CN 0.7043 6.96e-01
Hagan 0.7088 6.4069e-01
LMG3 0.7088 6.74e-01
LS 0.7088 6.75e-01
LMG2 0.7088 6.72e-01
RAN 0.7088 6.73e-01
RE 0.7088 6.77e-01
TRBDF2 0.7088 6.75e-01
CN 0.7088 7.09e-01
Hagan 0.7132 6.5267e-01
LMG3 0.7132 6.85e-01
LS 0.7132 6.86e-01
LMG2 0.7132 6.84e-01
RAN 0.7132 6.85e-01
RE 0.7132 6.89e-01
TRBDF2 0.7132 6.86e-01
CN 0.7132 7.22e-01
Hagan 0.7177 6.6477e-01
LMG3 0.7177 6.97e-01
LS 0.7177 6.98e-01
LMG2 0.7177 6.96e-01
RAN 0.7177 6.97e-01
RE 0.7177 7.01e-01
TRBDF2 0.7177 6.98e-01
CN 0.7177 7.34e-01
Hagan 0.7221 6.7699e-01
LMG3 0.7221 7.09e-01
LS 0.7221 7.10e-01
LMG2 0.7221 7.08e-01
RAN 0.7221 7.09e-01
RE 0.7221 7.13e-01
TRBDF2 0.7221 7.10e-01
CN 0.7221 7.47e-01
Hagan 0.7264 6.8932e-01
LMG3 0.7264 7.21e-01
LS 0.7264 7.22e-01
LMG2 0.7264 7.20e-01
RAN 0.7264 7.21e-01
RE 0.7264 7.25e-01
TRBDF2 0.7264 7.22e-01
CN 0.7264 7.59e-01
Hagan 0.7308 7.0176e-01
LMG3 0.7308 7.33e-01
LS 0.7308 7.34e-01
LMG2 0.7308 7.32e-01
RAN 0.7308 7.33e-01
RE 0.7308 7.37e-01
TRBDF2 0.7308 7.34e-01
CN 0.7308 7.71e-01
Hagan 0.7351 7.1431e-01
LMG3 0.7351 7.45e-01
LS 0.7351 7.46e-01
LMG2 0.7351 7.44e-01
RAN 0.7351 7.45e-01
RE 0.7351 7.49e-01
TRBDF2 0.7351 7.46e-01
CN 0.7351 7.83e-01
Hagan 0.7394 7.2696e-01
LMG3 0.7394 7.57e-01
LS 0.7394 7.58e-01
LMG2 0.7394 7.56e-01
RAN 0.7394 7.57e-01
RE 0.7394 7.61e-01
TRBDF2 0.7394 7.58e-01
CN 0.7394 7.95e-01
Hagan 0.7437 7.3972e-01
LMG3 0.7437 7.69e-01
LS 0.7437 7.70e-01
LMG2 0.7437 7.69e-01
RAN 0.7437 7.70e-01
RE 0.7437 7.73e-01
TRBDF2 0.7437 7.70e-01
CN 0.7437 8.06e-01
Hagan 0.7480 7.5256e-01
LMG3 0.7480 7.82e-01
LS 0.7480 7.82e-01
LMG2 0.7480 7.81e-01
RAN 0.7480 7.82e-01
RE 0.7480 7.86e-01
TRBDF2 0.7480 7.82e-01
CN 0.7480 8.17e-01
Hagan 0.7522 7.6550e-01
LMG3 0.7522 7.94e-01
LS 0.7522 7.94e-01
LMG2 0.7522 7.93e-01
RAN 0.7522 7.95e-01
RE 0.7522 7.98e-01
TRBDF2 0.7522 7.94e-01
CN 0.7522 8.27e-01
Hagan 0.7565 7.7853e-01
LMG3 0.7565 8.06e-01
LS 0.7565 8.06e-01
LMG2 0.7565 8.06e-01
RAN 0.7565 8.07e-01
RE 0.7565 8.10e-01
TRBDF2 0.7565 8.06e-01
CN 0.7565 8.37e-01
Hagan 0.7607 7.9163e-01
LMG3 0.7607 8.19e-01
LS 0.7607 8.19e-01
LMG2 0.7607 8.18e-01
RAN 0.7607 8.20e-01
RE 0.7607 8.23e-01
TRBDF2 0.7607 8.19e-01
CN 0.7607 8.47e-01
Hagan 0.7648 8.0482e-01
LMG3 0.7648 8.31e-01
LS 0.7648 8.31e-01
LMG2 0.7648 8.31e-01
RAN 0.7648 8.32e-01
RE 0.7648 8.35e-01
TRBDF2 0.7648 8.31e-01
CN 0.7648 8.56e-01
Hagan 0.7690 8.1807e-01
LMG3 0.7690 8.44e-01
LS 0.7690 8.43e-01
LMG2 0.7690 8.44e-01
RAN 0.7690 8.45e-01
RE 0.7690 8.47e-01
TRBDF2 0.7690 8.43e-01
CN 0.7690 8.64e-01
Hagan 0.7731 8.3139e-01
LMG3 0.7731 8.56e-01
LS 0.7731 8.56e-01
LMG2 0.7731 8.56e-01
RAN 0.7731 8.58e-01
RE 0.7731 8.60e-01
TRBDF2 0.7731 8.56e-01
CN 0.7731 8.71e-01
Hagan 0.7773 8.4477e-01
LMG3 0.7773 8.69e-01
LS 0.7773 8.68e-01
LMG2 0.7773 8.69e-01
RAN 0.7773 8.70e-01
RE 0.7773 8.72e-01
TRBDF2 0.7773 8.68e-01
CN 0.7773 8.78e-01
Hagan 0.7814 8.5821e-01
LMG3 0.7814 8.81e-01
LS 0.7814 8.81e-01
LMG2 0.7814 8.81e-01
RAN 0.7814 8.83e-01
RE 0.7814 8.85e-01
TRBDF2 0.7814 8.81e-01
CN 0.7814 8.84e-01
Hagan 0.7855 8.7169e-01
LMG3 0.7855 8.94e-01
LS 0.7855 8.93e-01
LMG2 0.7855 8.94e-01
RAN 0.7855 8.96e-01
RE 0.7855 8.97e-01
TRBDF2 0.7855 8.93e-01
CN 0.7855 8.89e-01
Hagan 0.7895 8.8521e-01
LMG3 0.7895 9.06e-01
LS 0.7895 9.06e-01
LMG2 0.7895 9.07e-01
RAN 0.7895 9.08e-01
RE 0.7895 9.09e-01
TRBDF2 0.7895 9.06e-01
CN 0.7895 8.93e-01
Hagan 0.7936 8.9877e-01
LMG3 0.7936 9.19e-01
LS 0.7936 9.18e-01
LMG2 0.7936 9.19e-01
RAN 0.7936 9.21e-01
RE 0.7936 9.22e-01
TRBDF2 0.7936 9.18e-01
CN 0.7936 8.96e-01
Hagan 0.7976 9.1236e-01
LMG3 0.7976 9.31e-01
LS 0.7976 9.30e-01
LMG2 0.7976 9.32e-01
RAN 0.7976 9.34e-01
RE 0.7976 9.34e-01
TRBDF2 0.7976 9.30e-01
CN 0.7976 8.98e-01
Hagan 0.8016 9.2597e-01
LMG3 0.8016 9.44e-01
LS 0.8016 9.43e-01
LMG2 0.8016 9.44e-01
RAN 0.8016 9.47e-01
RE 0.8016 9.47e-01
TRBDF2 0.8016 9.43e-01
CN 0.8016 8.99e-01
Hagan 0.8056 9.3960e-01
LMG3 0.8056 9.56e-01
LS 0.8056 9.55e-01
LMG2 0.8056 9.57e-01
RAN 0.8056 9.59e-01
RE 0.8056 9.59e-01
TRBDF2 0.8056 9.55e-01
CN 0.8056 8.99e-01
Hagan 0.8096 9.5323e-01
LMG3 0.8096 9.69e-01
LS 0.8096 9.68e-01
LMG2 0.8096 9.70e-01
RAN 0.8096 9.72e-01
RE 0.8096 9.71e-01
TRBDF2 0.8096 9.68e-01
CN 0.8096 8.97e-01
Hagan 0.8135 9.6686e-01
LMG3 0.8135 9.81e-01
LS 0.8135 9.80e-01
LMG2 0.8135 9.82e-01
RAN 0.8135 9.84e-01
RE 0.8135 9.84e-01
TRBDF2 0.8135 9.80e-01
CN 0.8135 8.95e-01
Hagan 0.8175 9.8048e-01
LMG3 0.8175 9.93e-01
LS 0.8175 9.92e-01
LMG2 0.8175 9.95e-01
RAN 0.8175 9.97e-01
RE 0.8175 9.96e-01
TRBDF2 0.8175 9.92e-01
CN 0.8175 8.91e-01
Hagan 0.8214 9.9408e-01
LMG3 0.8214 1.01e+00
LS 0.8214 1.00e+00
LMG2 0.8214 1.01e+00
RAN 0.8214 1.01e+00
RE 0.8214 1.01e+00
TRBDF2 0.8214 1.00e+00
CN 0.8214 8.86e-01
Hagan 0.8253 1.0077e+00
LMG3 0.8253 1.02e+00
LS 0.8253 1.02e+00
LMG2 0.8253 1.02e+00
RAN 0.8253 1.02e+00
RE 0.8253 1.02e+00
TRBDF2 0.8253 1.02e+00
CN 0.8253 8.80e-01
Hagan 0.8292 1.0212e+00
LMG3 0.8292 1.03e+00
LS 0.8292 1.03e+00
LMG2 0.8292 1.03e+00
RAN 0.8292 1.03e+00
RE 0.8292 1.03e+00
TRBDF2 0.8292 1.03e+00
CN 0.8292 8.72e-01
Hagan 0.8331 1.0347e+00
LMG3 0.8331 1.04e+00
LS 0.8331 1.04e+00
LMG2 0.8331 1.04e+00
RAN 0.8331 1.05e+00
RE 0.8331 1.04e+00
TRBDF2 0.8331 1.04e+00
CN 0.8331 8.63e-01
Hagan 0.8369 1.0482e+00
LMG3 0.8369 1.05e+00
LS 0.8369 1.05e+00
LMG2 0.8369 1.06e+00
RAN 0.8369 1.06e+00
RE 0.8369 1.06e+00
TRBDF2 0.8369 1.05e+00
CN 0.8369 8.54e-01
Hagan 0.8408 1.0616e+00
LMG3 0.8408 1.07e+00
LS 0.8408 1.06e+00
LMG2 0.8408 1.07e+00
RAN 0.8408 1.07e+00
RE 0.8408 1.07e+00
TRBDF2 0.8408 1.06e+00
CN 0.8408 8.43e-01
Hagan 0.8446 1.0749e+00
LMG3 0.8446 1.08e+00
LS 0.8446 1.08e+00
LMG2 0.8446 1.08e+00
RAN 0.8446 1.08e+00
RE 0.8446 1.08e+00
TRBDF2 0.8446 1.08e+00
CN 0.8446 8.31e-01
Hagan 0.8484 1.0881e+00
LMG3 0.8484 1.09e+00
LS 0.8484 1.09e+00
LMG2 0.8484 1.09e+00
RAN 0.8484 1.09e+00
RE 0.8484 1.09e+00
TRBDF2 0.8484 1.09e+00
CN 0.8484 8.19e-01
Hagan 0.8522 1.1013e+00
LMG3 0.8522 1.10e+00
LS 0.8522 1.10e+00
LMG2 0.8522 1.10e+00
RAN 0.8522 1.11e+00
RE 0.8522 1.10e+00
TRBDF2 0.8522 1.10e+00
CN 0.8522 8.07e-01
Hagan 0.8560 1.1143e+00
LMG3 0.8560 1.11e+00
LS 0.8560 1.11e+00
LMG2 0.8560 1.12e+00
RAN 0.8560 1.12e+00
RE 0.8560 1.11e+00
TRBDF2 0.8560 1.11e+00
CN 0.8560 7.94e-01
Hagan 0.8598 1.1273e+00
LMG3 0.8598 1.12e+00
LS 0.8598 1.12e+00
LMG2 0.8598 1.13e+00
RAN 0.8598 1.13e+00
RE 0.8598 1.12e+00
TRBDF2 0.8598 1.12e+00
CN 0.8598 7.82e-01
Hagan 0.8635 1.1401e+00
LMG3 0.8635 1.14e+00
LS 0.8635 1.13e+00
LMG2 0.8635 1.14e+00
RAN 0.8635 1.14e+00
RE 0.8635 1.14e+00
TRBDF2 0.8635 1.13e+00
CN 0.8635 7.70e-01
Hagan 0.8673 1.1528e+00
LMG3 0.8673 1.15e+00
LS 0.8673 1.14e+00
LMG2 0.8673 1.15e+00
RAN 0.8673 1.15e+00
RE 0.8673 1.15e+00
TRBDF2 0.8673 1.14e+00
CN 0.8673 7.59e-01
Hagan 0.8710 1.1654e+00
LMG3 0.8710 1.16e+00
LS 0.8710 1.16e+00
LMG2 0.8710 1.16e+00
RAN 0.8710 1.16e+00
RE 0.8710 1.16e+00
TRBDF2 0.8710 1.16e+00
CN 0.8710 7.49e-01
Hagan 0.8747 1.1778e+00
LMG3 0.8747 1.17e+00
LS 0.8747 1.17e+00
LMG2 0.8747 1.17e+00
RAN 0.8747 1.17e+00
RE 0.8747 1.17e+00
TRBDF2 0.8747 1.17e+00
CN 0.8747 7.42e-01
Hagan 0.8785 1.1901e+00
LMG3 0.8785 1.18e+00
LS 0.8785 1.18e+00
LMG2 0.8785 1.18e+00
RAN 0.8785 1.18e+00
RE 0.8785 1.18e+00
TRBDF2 0.8785 1.18e+00
CN 0.8785 7.38e-01
Hagan 0.8822 1.2022e+00
LMG3 0.8822 1.19e+00
LS 0.8822 1.19e+00
LMG2 0.8822 1.19e+00
RAN 0.8822 1.20e+00
RE 0.8822 1.19e+00
TRBDF2 0.8822 1.19e+00
CN 0.8822 7.38e-01
Hagan 0.8859 1.2141e+00
LMG3 0.8859 1.20e+00
LS 0.8859 1.20e+00
LMG2 0.8859 1.20e+00
RAN 0.8859 1.21e+00
RE 0.8859 1.20e+00
TRBDF2 0.8859 1.20e+00
CN 0.8859 7.42e-01
Hagan 0.8895 1.2258e+00
LMG3 0.8895 1.21e+00
LS 0.8895 1.21e+00
LMG2 0.8895 1.21e+00
RAN 0.8895 1.22e+00
RE 0.8895 1.21e+00
TRBDF2 0.8895 1.21e+00
CN 0.8895 7.53e-01
Hagan 0.8932 1.2374e+00
LMG3 0.8932 1.22e+00
LS 0.8932 1.22e+00
LMG2 0.8932 1.22e+00
RAN 0.8932 1.23e+00
RE 0.8932 1.22e+00
TRBDF2 0.8932 1.22e+00
CN 0.8932 7.70e-01
Hagan 0.8969 1.2487e+00
LMG3 0.8969 1.23e+00
LS 0.8969 1.23e+00
LMG2 0.8969 1.23e+00
RAN 0.8969 1.24e+00
RE 0.8969 1.23e+00
TRBDF2 0.8969 1.23e+00
CN 0.8969 7.97e-01
Hagan 0.9005 1.2598e+00
LMG3 0.9005 1.24e+00
LS 0.9005 1.24e+00
LMG2 0.9005 1.24e+00
RAN 0.9005 1.24e+00
RE 0.9005 1.24e+00
TRBDF2 0.9005 1.24e+00
CN 0.9005 8.33e-01
Hagan 0.9042 1.2707e+00
LMG3 0.9042 1.25e+00
LS 0.9042 1.24e+00
LMG2 0.9042 1.25e+00
RAN 0.9042 1.25e+00
RE 0.9042 1.24e+00
TRBDF2 0.9042 1.24e+00
CN 0.9042 8.82e-01
Hagan 0.9078 1.2813e+00
LMG3 0.9078 1.26e+00
LS 0.9078 1.25e+00
LMG2 0.9078 1.26e+00
RAN 0.9078 1.26e+00
RE 0.9078 1.25e+00
TRBDF2 0.9078 1.25e+00
CN 0.9078 9.44e-01
Hagan 0.9114 1.2917e+00
LMG3 0.9114 1.26e+00
LS 0.9114 1.26e+00
LMG2 0.9114 1.27e+00
RAN 0.9114 1.27e+00
RE 0.9114 1.26e+00
TRBDF2 0.9114 1.26e+00
CN 0.9114 1.02e+00
Hagan 0.9150 1.3018e+00
LMG3 0.9150 1.27e+00
LS 0.9150 1.27e+00
LMG2 0.9150 1.28e+00
RAN 0.9150 1.28e+00
RE 0.9150 1.27e+00
TRBDF2 0.9150 1.27e+00
CN 0.9150 1.12e+00
Hagan 0.9186 1.3117e+00
LMG3 0.9186 1.28e+00
LS 0.9186 1.28e+00
LMG2 0.9186 1.29e+00
RAN 0.9186 1.29e+00
RE 0.9186 1.28e+00
TRBDF2 0.9186 1.28e+00
CN 0.9186 1.24e+00
Hagan 0.9222 1.3213e+00
LMG3 0.9222 1.29e+00
LS 0.9222 1.29e+00
LMG2 0.9222 1.29e+00
RAN 0.9222 1.30e+00
RE 0.9222 1.29e+00
TRBDF2 0.9222 1.29e+00
CN 0.9222 1.39e+00
Hagan 0.9258 1.3306e+00
LMG3 0.9258 1.30e+00
LS 0.9258 1.29e+00
LMG2 0.9258 1.30e+00
RAN 0.9258 1.30e+00
RE 0.9258 1.29e+00
TRBDF2 0.9258 1.29e+00
CN 0.9258 1.56e+00
Hagan 0.9294 1.3396e+00
LMG3 0.9294 1.30e+00
LS 0.9294 1.30e+00
LMG2 0.9294 1.31e+00
RAN 0.9294 1.31e+00
RE 0.9294 1.30e+00
TRBDF2 0.9294 1.30e+00
CN 0.9294 1.77e+00
Hagan 0.9330 1.3483e+00
LMG3 0.9330 1.31e+00
LS 0.9330 1.31e+00
LMG2 0.9330 1.32e+00
RAN 0.9330 1.32e+00
RE 0.9330 1.31e+00
TRBDF2 0.9330 1.31e+00
CN 0.9330 2.01e+00
Hagan 0.9365 1.3566e+00
LMG3 0.9365 1.32e+00
LS 0.9365 1.31e+00
LMG2 0.9365 1.32e+00
RAN 0.9365 1.32e+00
RE 0.9365 1.31e+00
TRBDF2 0.9365 1.31e+00
CN 0.9365 2.30e+00
Hagan 0.9401 1.3647e+00
LMG3 0.9401 1.32e+00
LS 0.9401 1.32e+00
LMG2 0.9401 1.33e+00
RAN 0.9401 1.33e+00
RE 0.9401 1.32e+00
TRBDF2 0.9401 1.32e+00
CN 0.9401 2.63e+00
Hagan 0.9437 1.3724e+00
LMG3 0.9437 1.33e+00
LS 0.9437 1.33e+00
LMG2 0.9437 1.34e+00
RAN 0.9437 1.34e+00
RE 0.9437 1.33e+00
TRBDF2 0.9437 1.33e+00
CN 0.9437 3.02e+00
Hagan 0.9472 1.3798e+00
LMG3 0.9472 1.34e+00
LS 0.9472 1.33e+00
LMG2 0.9472 1.34e+00
RAN 0.9472 1.34e+00
RE 0.9472 1.33e+00
TRBDF2 0.9472 1.33e+00
CN 0.9472 3.46e+00
Hagan 0.9508 1.3868e+00
LMG3 0.9508 1.34e+00
LS 0.9508 1.34e+00
LMG2 0.9508 1.35e+00
RAN 0.9508 1.35e+00
RE 0.9508 1.34e+00
TRBDF2 0.9508 1.34e+00
CN 0.9508 3.98e+00
Hagan 0.9543 1.3935e+00
LMG3 0.9543 1.35e+00
LS 0.9543 1.34e+00
LMG2 0.9543 1.35e+00
RAN 0.9543 1.35e+00
RE 0.9543 1.34e+00
TRBDF2 0.9543 1.34e+00
CN 0.9543 4.57e+00
Hagan 0.9578 1.3998e+00
LMG3 0.9578 1.35e+00
LS 0.9578 1.35e+00
LMG2 0.9578 1.36e+00
RAN 0.9578 1.36e+00
RE 0.9578 1.35e+00
TRBDF2 0.9578 1.35e+00
CN 0.9578 5.24e+00
Hagan 0.9614 1.4057e+00
LMG3 0.9614 1.36e+00
LS 0.9614 1.35e+00
LMG2 0.9614 1.36e+00
RAN 0.9614 1.36e+00
RE 0.9614 1.35e+00
TRBDF2 0.9614 1.35e+00
CN 0.9614 6.01e+00
Hagan 0.9649 1.4113e+00
LMG3 0.9649 1.36e+00
LS 0.9649 1.36e+00
LMG2 0.9649 1.37e+00
RAN 0.9649 1.37e+00
RE 0.9649 1.36e+00
TRBDF2 0.9649 1.36e+00
CN 0.9649 6.88e+00
Hagan 0.9684 1.4165e+00
LMG3 0.9684 1.37e+00
LS 0.9684 1.36e+00
LMG2 0.9684 1.37e+00
RAN 0.9684 1.37e+00
RE 0.9684 1.36e+00
TRBDF2 0.9684 1.36e+00
CN 0.9684 7.86e+00
Hagan 0.9719 1.4212e+00
LMG3 0.9719 1.37e+00
LS 0.9719 1.36e+00
LMG2 0.9719 1.37e+00
RAN 0.9719 1.37e+00
RE 0.9719 1.36e+00
TRBDF2 0.9719 1.36e+00
CN 0.9719 8.98e+00
Hagan 0.9754 1.4256e+00
LMG3 0.9754 1.37e+00
LS 0.9754 1.37e+00
LMG2 0.9754 1.38e+00
RAN 0.9754 1.38e+00
RE 0.9754 1.37e+00
TRBDF2 0.9754 1.37e+00
CN 0.9754 1.02e+01
Hagan 0.9790 1.4296e+00
LMG3 0.9790 1.38e+00
LS 0.9790 1.37e+00
LMG2 0.9790 1.38e+00
RAN 0.9790 1.38e+00
RE 0.9790 1.37e+00
TRBDF2 0.9790 1.37e+00
CN 0.9790 1.16e+01
Hagan 0.9825 1.4332e+00
LMG3 0.9825 1.38e+00
LS 0.9825 1.37e+00
LMG2 0.9825 1.38e+00
RAN 0.9825 1.38e+00
RE 0.9825 1.37e+00
TRBDF2 0.9825 1.37e+00
CN 0.9825 1.32e+01
Hagan 0.9860 1.4364e+00
LMG3 0.9860 1.38e+00
LS 0.9860 1.37e+00
LMG2 0.9860 1.39e+00
RAN 0.9860 1.39e+00
RE 0.9860 1.37e+00
TRBDF2 0.9860 1.37e+00
CN 0.9860 1.50e+01
Hagan 0.9895 1.4391e+00
LMG3 0.9895 1.38e+00
LS 0.9895 1.38e+00
LMG2 0.9895 1.39e+00
RAN 0.9895 1.39e+00
RE 0.9895 1.38e+00
TRBDF2 0.9895 1.38e+00
CN 0.9895 1.70e+01
Hagan 0.9930 1.4414e+00
LMG3 0.9930 1.38e+00
LS 0.9930 1.38e+00
LMG2 0.9930 1.39e+00
RAN 0.9930 1.39e+00
RE 0.9930 1.38e+00
TRBDF2 0.9930 1.38e+00
CN 0.9930 1.92e+01
Hagan 0.9965 1.4434e+00
LMG3 0.9965 1.38e+00
LS 0.9965 1.38e+00
LMG2 0.9965 1.39e+00
RAN 0.9965 1.39e+00
RE 0.9965 1.38e+00
TRBDF2 0.9965 1.38e+00
CN 0.9965 2.17e+01
Hagan 1.0000 1.4448e+00
LMG3 1.0000 1.39e+00
LS 1.0000 1.38e+00
LMG2 1.0000 1.39e+00
RAN 1.0000 1.39e+00
RE 1.0000 1.38e+00
TRBDF2 1.0000 1.38e+00
CN 1.0000 -2.64e+02
Hagan 1.0035 1.4459e+00
LMG3 1.0035 1.39e+00
LS 1.0035 1.38e+00
LMG2 1.0035 1.39e+00
RAN 1.0035 1.39e+00
RE 1.0035 1.38e+00
TRBDF2 1.0035 1.38e+00
CN 1.0035 2.17e+01
Hagan 1.0070 1.4465e+00
LMG3 1.0070 1.39e+00
LS 1.0070 1.38e+00
LMG2 1.0070 1.39e+00
RAN 1.0070 1.39e+00
RE 1.0070 1.38e+00
TRBDF2 1.0070 1.38e+00
CN 1.0070 1.92e+01
Hagan 1.0105 1.4467e+00
LMG3 1.0105 1.39e+00
LS 1.0105 1.38e+00
LMG2 1.0105 1.39e+00
RAN 1.0105 1.39e+00
RE 1.0105 1.38e+00
TRBDF2 1.0105 1.38e+00
CN 1.0105 1.70e+01
Hagan 1.0140 1.4465e+00
LMG3 1.0140 1.38e+00
LS 1.0140 1.38e+00
LMG2 1.0140 1.39e+00
RAN 1.0140 1.39e+00
RE 1.0140 1.38e+00
TRBDF2 1.0140 1.38e+00
CN 1.0140 1.50e+01
Hagan 1.0175 1.4458e+00
LMG3 1.0175 1.38e+00
LS 1.0175 1.38e+00
LMG2 1.0175 1.39e+00
RAN 1.0175 1.39e+00
RE 1.0175 1.38e+00
TRBDF2 1.0175 1.38e+00
CN 1.0175 1.33e+01
Hagan 1.0210 1.4447e+00
LMG3 1.0210 1.38e+00
LS 1.0210 1.38e+00
LMG2 1.0210 1.39e+00
RAN 1.0210 1.39e+00
RE 1.0210 1.38e+00
TRBDF2 1.0210 1.38e+00
CN 1.0210 1.17e+01
Hagan 1.0245 1.4432e+00
LMG3 1.0245 1.38e+00
LS 1.0245 1.37e+00
LMG2 1.0245 1.39e+00
RAN 1.0245 1.39e+00
RE 1.0245 1.37e+00
TRBDF2 1.0245 1.37e+00
CN 1.0245 1.03e+01
Hagan 1.0280 1.4412e+00
LMG3 1.0280 1.38e+00
LS 1.0280 1.37e+00
LMG2 1.0280 1.38e+00
RAN 1.0280 1.38e+00
RE 1.0280 1.37e+00
TRBDF2 1.0280 1.37e+00
CN 1.0280 9.00e+00
Hagan 1.0316 1.4388e+00
LMG3 1.0316 1.38e+00
LS 1.0316 1.37e+00
LMG2 1.0316 1.38e+00
RAN 1.0316 1.38e+00
RE 1.0316 1.37e+00
TRBDF2 1.0316 1.37e+00
CN 1.0316 7.89e+00
Hagan 1.0351 1.4360e+00
LMG3 1.0351 1.37e+00
LS 1.0351 1.37e+00
LMG2 1.0351 1.38e+00
RAN 1.0351 1.38e+00
RE 1.0351 1.37e+00
TRBDF2 1.0351 1.37e+00
CN 1.0351 6.90e+00
Hagan 1.0386 1.4327e+00
LMG3 1.0386 1.37e+00
LS 1.0386 1.36e+00
LMG2 1.0386 1.37e+00
RAN 1.0386 1.38e+00
RE 1.0386 1.36e+00
TRBDF2 1.0386 1.36e+00
CN 1.0386 6.03e+00
Hagan 1.0421 1.4291e+00
LMG3 1.0421 1.37e+00
LS 1.0421 1.36e+00
LMG2 1.0421 1.37e+00
RAN 1.0421 1.37e+00
RE 1.0421 1.36e+00
TRBDF2 1.0421 1.36e+00
CN 1.0421 5.26e+00
Hagan 1.0456 1.4250e+00
LMG3 1.0456 1.36e+00
LS 1.0456 1.36e+00
LMG2 1.0456 1.37e+00
RAN 1.0456 1.37e+00
RE 1.0456 1.36e+00
TRBDF2 1.0456 1.36e+00
CN 1.0456 4.59e+00
Hagan 1.0492 1.4205e+00
LMG3 1.0492 1.36e+00
LS 1.0492 1.35e+00
LMG2 1.0492 1.36e+00
