Scheme Strike Density
LMG2 1.2111 9.27e-01
RAN 1.2111 9.29e-01
RE 1.2111 9.38e-01
TRBDF2 1.2111 9.25e-01
CN 1.2111 9.16e-01
Hagan 1.2211 9.02e-01
LMG3 1.2211 8.94e-01
LMG2 1.2211 8.94e-01
RAN 1.2211 8.96e-01
RE 1.2211 9.07e-01
TRBDF2 1.2211 8.93e-01
CN 1.2211 9.01e-01
Hagan 1.2312 8.67e-01
LMG3 1.2312 8.61e-01
LMG2 1.2312 8.62e-01
RAN 1.2312 8.63e-01
RE 1.2312 8.76e-01
TRBDF2 1.2312 8.61e-01
CN 1.2312 8.82e-01
Hagan 1.2412 8.32e-01
LMG3 1.2412 8.30e-01
LMG2 1.2412 8.30e-01
RAN 1.2412 8.31e-01
RE 1.2412 8.45e-01
TRBDF2 1.2412 8.30e-01
CN 1.2412 8.59e-01
Hagan 1.2513 7.99e-01
LMG3 1.2513 7.99e-01
LMG2 1.2513 7.99e-01
RAN 1.2513 8.00e-01
RE 1.2513 8.15e-01
TRBDF2 1.2513 7.99e-01
CN 1.2513 8.33e-01
Hagan 1.2613 7.66e-01
LMG3 1.2613 7.68e-01
LMG2 1.2613 7.68e-01
RAN 1.2613 7.69e-01
RE 1.2613 7.85e-01
TRBDF2 1.2613 7.69e-01
CN 1.2613 8.05e-01
Hagan 1.2714 7.34e-01
LMG3 1.2714 7.39e-01
LMG2 1.2714 7.38e-01
RAN 1.2714 7.39e-01
RE 1.2714 7.56e-01
TRBDF2 1.2714 7.39e-01
CN 1.2714 7.75e-01
Hagan 1.2814 7.03e-01
LMG3 1.2814 7.10e-01
LMG2 1.2814 7.09e-01
RAN 1.2814 7.10e-01
RE 1.2814 7.27e-01
TRBDF2 1.2814 7.11e-01
CN 1.2814 7.45e-01
Hagan 1.2915 6.73e-01
LMG3 1.2915 6.82e-01
LMG2 1.2915 6.81e-01
RAN 1.2915 6.81e-01
RE 1.2915 6.99e-01
TRBDF2 1.2915 6.83e-01
CN 1.2915 7.15e-01
Hagan 1.3015 6.44e-01
LMG3 1.3015 6.54e-01
LMG2 1.3015 6.53e-01
RAN 1.3015 6.54e-01
RE 1.3015 6.71e-01
TRBDF2 1.3015 6.55e-01
CN 1.3015 6.85e-01
Hagan 1.3116 6.17e-01
LMG3 1.3116 6.28e-01
LMG2 1.3116 6.27e-01
RAN 1.3116 6.27e-01
RE 1.3116 6.45e-01
TRBDF2 1.3116 6.29e-01
CN 1.3116 6.56e-01
Hagan 1.3216 5.90e-01
LMG3 1.3216 6.02e-01
LMG2 1.3216 6.01e-01
RAN 1.3216 6.01e-01
RE 1.3216 6.19e-01
TRBDF2 1.3216 6.04e-01
CN 1.3216 6.27e-01
Hagan 1.3317 5.64e-01
LMG3 1.3317 5.77e-01
LMG2 1.3317 5.76e-01
RAN 1.3317 5.77e-01
RE 1.3317 5.94e-01
TRBDF2 1.3317 5.79e-01
CN 1.3317 6.00e-01
Hagan 1.3417 5.39e-01
LMG3 1.3417 5.54e-01
LMG2 1.3417 5.52e-01
RAN 1.3417 5.53e-01
RE 1.3417 5.69e-01
TRBDF2 1.3417 5.55e-01
CN 1.3417 5.73e-01
Hagan 1.3518 5.16e-01
LMG3 1.3518 5.31e-01
LMG2 1.3518 5.29e-01
RAN 1.3518 5.29e-01
RE 1.3518 5.46e-01
TRBDF2 1.3518 5.32e-01
CN 1.3518 5.47e-01
Hagan 1.3618 4.93e-01
LMG3 1.3618 5.09e-01
LMG2 1.3618 5.07e-01
RAN 1.3618 5.07e-01
RE 1.3618 5.23e-01
TRBDF2 1.3618 5.10e-01
CN 1.3618 5.22e-01
Hagan 1.3719 4.71e-01
LMG3 1.3719 4.87e-01
LMG2 1.3719 4.86e-01
RAN 1.3719 4.86e-01
RE 1.3719 5.01e-01
TRBDF2 1.3719 4.89e-01
CN 1.3719 4.99e-01
Hagan 1.3819 4.50e-01
LMG3 1.3819 4.67e-01
LMG2 1.3819 4.65e-01
RAN 1.3819 4.66e-01
RE 1.3819 4.81e-01
TRBDF2 1.3819 4.69e-01
CN 1.3819 4.76e-01
Hagan 1.3920 4.31e-01
LMG3 1.3920 4.47e-01
LMG2 1.3920 4.46e-01
RAN 1.3920 4.46e-01
RE 1.3920 4.60e-01
TRBDF2 1.3920 4.49e-01
CN 1.3920 4.55e-01
Hagan 1.4020 4.12e-01
LMG3 1.4020 4.29e-01
LMG2 1.4020 4.27e-01
RAN 1.4020 4.27e-01
RE 1.4020 4.41e-01
TRBDF2 1.4020 4.31e-01
CN 1.4020 4.35e-01
Hagan 1.4121 3.94e-01
LMG3 1.4121 4.11e-01
LMG2 1.4121 4.09e-01
RAN 1.4121 4.09e-01
RE 1.4121 4.22e-01
TRBDF2 1.4121 4.13e-01
CN 1.4121 4.15e-01
Hagan 1.4221 3.76e-01
LMG3 1.4221 3.94e-01
LMG2 1.4221 3.92e-01
RAN 1.4221 3.92e-01
RE 1.4221 4.05e-01
TRBDF2 1.4221 3.95e-01
CN 1.4221 3.97e-01
Hagan 1.4322 3.60e-01
LMG3 1.4322 3.77e-01
LMG2 1.4322 3.75e-01
RAN 1.4322 3.75e-01
RE 1.4322 3.88e-01
TRBDF2 1.4322 3.79e-01
CN 1.4322 3.80e-01
Hagan 1.4422 3.44e-01
LMG3 1.4422 3.61e-01
LMG2 1.4422 3.60e-01
RAN 1.4422 3.59e-01
RE 1.4422 3.71e-01
TRBDF2 1.4422 3.63e-01
CN 1.4422 3.63e-01
Hagan 1.4523 3.30e-01
LMG3 1.4523 3.46e-01
LMG2 1.4523 3.44e-01
RAN 1.4523 3.44e-01
RE 1.4523 3.56e-01
TRBDF2 1.4523 3.48e-01
CN 1.4523 3.48e-01
Hagan 1.4623 3.15e-01
LMG3 1.4623 3.32e-01
LMG2 1.4623 3.30e-01
RAN 1.4623 3.30e-01
RE 1.4623 3.41e-01
TRBDF2 1.4623 3.34e-01
CN 1.4623 3.33e-01
Hagan 1.4724 3.02e-01
LMG3 1.4724 3.18e-01
LMG2 1.4724 3.16e-01
RAN 1.4724 3.16e-01
RE 1.4724 3.26e-01
TRBDF2 1.4724 3.20e-01
CN 1.4724 3.18e-01
Hagan 1.4824 2.89e-01
LMG3 1.4824 3.05e-01
LMG2 1.4824 3.03e-01
RAN 1.4824 3.03e-01
RE 1.4824 3.13e-01
TRBDF2 1.4824 3.07e-01
CN 1.4824 3.05e-01
Hagan 1.4925 2.77e-01
LMG3 1.4925 2.92e-01
LMG2 1.4925 2.91e-01
RAN 1.4925 2.90e-01
RE 1.4925 2.99e-01
TRBDF2 1.4925 2.94e-01
CN 1.4925 2.92e-01
Hagan 1.5025 2.65e-01
LMG3 1.5025 2.80e-01
LMG2 1.5025 2.79e-01
RAN 1.5025 2.78e-01
RE 1.5025 2.87e-01
TRBDF2 1.5025 2.82e-01
CN 1.5025 2.80e-01
Hagan 1.5126 2.54e-01
LMG3 1.5126 2.69e-01
LMG2 1.5126 2.67e-01
RAN 1.5126 2.67e-01
RE 1.5126 2.75e-01
TRBDF2 1.5126 2.70e-01
CN 1.5126 2.69e-01
Hagan 1.5226 2.43e-01
LMG3 1.5226 2.58e-01
LMG2 1.5226 2.56e-01
RAN 1.5226 2.56e-01
RE 1.5226 2.64e-01
TRBDF2 1.5226 2.59e-01
CN 1.5226 2.58e-01
Hagan 1.5327 2.33e-01
LMG3 1.5327 2.48e-01
LMG2 1.5327 2.46e-01
RAN 1.5327 2.45e-01
RE 1.5327 2.53e-01
TRBDF2 1.5327 2.49e-01
CN 1.5327 2.47e-01
Hagan 1.5427 2.24e-01
LMG3 1.5427 2.38e-01
LMG2 1.5427 2.36e-01
RAN 1.5427 2.35e-01
RE 1.5427 2.42e-01
TRBDF2 1.5427 2.39e-01
CN 1.5427 2.37e-01
Hagan 1.5528 2.15e-01
LMG3 1.5528 2.28e-01
LMG2 1.5528 2.26e-01
RAN 1.5528 2.26e-01
RE 1.5528 2.32e-01
TRBDF2 1.5528 2.29e-01
CN 1.5528 2.28e-01
Hagan 1.5628 2.06e-01
LMG3 1.5628 2.19e-01
LMG2 1.5628 2.17e-01
RAN 1.5628 2.17e-01
RE 1.5628 2.23e-01
TRBDF2 1.5628 2.20e-01
CN 1.5628 2.19e-01
Hagan 1.5729 1.98e-01
LMG3 1.5729 2.10e-01
LMG2 1.5729 2.09e-01
RAN 1.5729 2.08e-01
RE 1.5729 2.14e-01
TRBDF2 1.5729 2.11e-01
CN 1.5729 2.10e-01
Hagan 1.5829 1.90e-01
LMG3 1.5829 2.02e-01
LMG2 1.5829 2.00e-01
RAN 1.5829 2.00e-01
RE 1.5829 2.05e-01
TRBDF2 1.5829 2.03e-01
CN 1.5829 2.02e-01
Hagan 1.5930 1.82e-01
LMG3 1.5930 1.94e-01
LMG2 1.5930 1.93e-01
RAN 1.5930 1.92e-01
RE 1.5930 1.97e-01
TRBDF2 1.5930 1.95e-01
CN 1.5930 1.94e-01
Hagan 1.6030 1.75e-01
LMG3 1.6030 1.86e-01
LMG2 1.6030 1.85e-01
RAN 1.6030 1.84e-01
RE 1.6030 1.89e-01
TRBDF2 1.6030 1.87e-01
CN 1.6030 1.86e-01
Hagan 1.6131 1.68e-01
LMG3 1.6131 1.79e-01
LMG2 1.6131 1.78e-01
RAN 1.6131 1.77e-01
RE 1.6131 1.81e-01
TRBDF2 1.6131 1.80e-01
CN 1.6131 1.79e-01
Hagan 1.6231 1.62e-01
LMG3 1.6231 1.72e-01
LMG2 1.6231 1.71e-01
RAN 1.6231 1.70e-01
RE 1.6231 1.74e-01
TRBDF2 1.6231 1.73e-01
CN 1.6231 1.72e-01
Hagan 1.6332 1.55e-01
LMG3 1.6332 1.66e-01
LMG2 1.6332 1.64e-01
RAN 1.6332 1.64e-01
RE 1.6332 1.67e-01
TRBDF2 1.6332 1.66e-01
CN 1.6332 1.66e-01
Hagan 1.6432 1.49e-01
LMG3 1.6432 1.59e-01
LMG2 1.6432 1.58e-01
RAN 1.6432 1.57e-01
RE 1.6432 1.61e-01
TRBDF2 1.6432 1.60e-01
CN 1.6432 1.60e-01
Hagan 1.6533 1.44e-01
LMG3 1.6533 1.53e-01
LMG2 1.6533 1.52e-01
RAN 1.6533 1.51e-01
RE 1.6533 1.55e-01
TRBDF2 1.6533 1.54e-01
CN 1.6533 1.54e-01
Hagan 1.6633 1.38e-01
LMG3 1.6633 1.47e-01
LMG2 1.6633 1.46e-01
RAN 1.6633 1.45e-01
RE 1.6633 1.49e-01
TRBDF2 1.6633 1.48e-01
CN 1.6633 1.48e-01
Hagan 1.6734 1.33e-01
LMG3 1.6734 1.42e-01
LMG2 1.6734 1.41e-01
RAN 1.6734 1.40e-01
RE 1.6734 1.43e-01
TRBDF2 1.6734 1.43e-01
CN 1.6734 1.42e-01
Hagan 1.6834 1.28e-01
LMG3 1.6834 1.37e-01
LMG2 1.6834 1.35e-01
RAN 1.6834 1.35e-01
RE 1.6834 1.37e-01
TRBDF2 1.6834 1.37e-01
CN 1.6834 1.37e-01
Hagan 1.6935 1.24e-01
LMG3 1.6935 1.32e-01
LMG2 1.6935 1.30e-01
RAN 1.6935 1.30e-01
RE 1.6935 1.32e-01
TRBDF2 1.6935 1.32e-01
CN 1.6935 1.32e-01
Hagan 1.7035 1.19e-01
LMG3 1.7035 1.27e-01
LMG2 1.7035 1.26e-01
RAN 1.7035 1.25e-01
RE 1.7035 1.27e-01
TRBDF2 1.7035 1.27e-01
CN 1.7035 1.27e-01
Hagan 1.7136 1.15e-01
LMG3 1.7136 1.22e-01
LMG2 1.7136 1.21e-01
RAN 1.7136 1.20e-01
RE 1.7136 1.22e-01
TRBDF2 1.7136 1.23e-01
CN 1.7136 1.23e-01
Hagan 1.7236 1.11e-01
LMG3 1.7236 1.18e-01
LMG2 1.7236 1.17e-01
RAN 1.7236 1.16e-01
RE 1.7236 1.18e-01
TRBDF2 1.7236 1.18e-01
CN 1.7236 1.18e-01
Hagan 1.7337 1.07e-01
LMG3 1.7337 1.13e-01
LMG2 1.7337 1.12e-01
RAN 1.7337 1.11e-01
RE 1.7337 1.13e-01
TRBDF2 1.7337 1.14e-01
CN 1.7337 1.14e-01
Hagan 1.7437 1.03e-01
LMG3 1.7437 1.09e-01
LMG2 1.7437 1.08e-01
RAN 1.7437 1.07e-01
RE 1.7437 1.09e-01
TRBDF2 1.7437 1.10e-01
CN 1.7437 1.10e-01
Hagan 1.7538 9.93e-02
LMG3 1.7538 1.05e-01
LMG2 1.7538 1.05e-01
RAN 1.7538 1.04e-01
RE 1.7538 1.05e-01
TRBDF2 1.7538 1.06e-01
CN 1.7538 1.06e-01
Hagan 1.7638 9.58e-02
LMG3 1.7638 1.02e-01
LMG2 1.7638 1.01e-01
RAN 1.7638 9.98e-02
RE 1.7638 1.01e-01
TRBDF2 1.7638 1.02e-01
CN 1.7638 1.02e-01
Hagan 1.7739 9.25e-02
LMG3 1.7739 9.80e-02
LMG2 1.7739 9.73e-02
RAN 1.7739 9.63e-02
RE 1.7739 9.77e-02
TRBDF2 1.7739 9.85e-02
CN 1.7739 9.88e-02
Hagan 1.7839 8.94e-02
LMG3 1.7839 9.46e-02
LMG2 1.7839 9.39e-02
RAN 1.7839 9.29e-02
RE 1.7839 9.42e-02
TRBDF2 1.7839 9.51e-02
CN 1.7839 9.54e-02
Hagan 1.7940 8.63e-02
LMG3 1.7940 9.13e-02
LMG2 1.7940 9.06e-02
RAN 1.7940 8.96e-02
RE 1.7940 9.08e-02
TRBDF2 1.7940 9.17e-02
CN 1.7940 9.21e-02
Hagan 1.8040 8.34e-02
LMG3 1.8040 8.82e-02
LMG2 1.8040 8.75e-02
RAN 1.8040 8.65e-02
RE 1.8040 8.76e-02
TRBDF2 1.8040 8.86e-02
CN 1.8040 8.89e-02
Hagan 1.8141 8.06e-02
LMG3 1.8141 8.51e-02
LMG2 1.8141 8.45e-02
RAN 1.8141 8.35e-02
RE 1.8141 8.45e-02
TRBDF2 1.8141 8.55e-02
CN 1.8141 8.59e-02
Hagan 1.8241 7.79e-02
LMG3 1.8241 8.22e-02
LMG2 1.8241 8.16e-02
RAN 1.8241 8.06e-02
RE 1.8241 8.16e-02
TRBDF2 1.8241 8.26e-02
CN 1.8241 8.30e-02
Hagan 1.8342 7.54e-02
LMG3 1.8342 7.94e-02
LMG2 1.8342 7.88e-02
RAN 1.8342 7.78e-02
RE 1.8342 7.87e-02
TRBDF2 1.8342 7.98e-02
CN 1.8342 8.02e-02
Hagan 1.8442 7.29e-02
LMG3 1.8442 7.68e-02
LMG2 1.8442 7.62e-02
RAN 1.8442 7.52e-02
RE 1.8442 7.60e-02
TRBDF2 1.8442 7.71e-02
CN 1.8442 7.75e-02
Hagan 1.8543 7.05e-02
LMG3 1.8543 7.42e-02
LMG2 1.8543 7.36e-02
RAN 1.8543 7.26e-02
RE 1.8543 7.34e-02
TRBDF2 1.8543 7.45e-02
CN 1.8543 7.49e-02
Hagan 1.8643 6.83e-02
LMG3 1.8643 7.17e-02
LMG2 1.8643 7.12e-02
RAN 1.8643 7.02e-02
RE 1.8643 7.09e-02
TRBDF2 1.8643 7.20e-02
CN 1.8643 7.24e-02
Hagan 1.8744 6.61e-02
LMG3 1.8744 6.94e-02
LMG2 1.8744 6.88e-02
RAN 1.8744 6.78e-02
RE 1.8744 6.85e-02
TRBDF2 1.8744 6.96e-02
CN 1.8744 7.01e-02
Hagan 1.8844 6.40e-02
LMG3 1.8844 6.71e-02
LMG2 1.8844 6.66e-02
RAN 1.8844 6.56e-02
RE 1.8844 6.62e-02
TRBDF2 1.8844 6.73e-02
CN 1.8844 6.78e-02
Hagan 1.8945 6.20e-02
LMG3 1.8945 6.49e-02
LMG2 1.8945 6.44e-02
RAN 1.8945 6.34e-02
RE 1.8945 6.40e-02
TRBDF2 1.8945 6.51e-02
CN 1.8945 6.56e-02
Hagan 1.9045 6.00e-02
LMG3 1.9045 6.28e-02
LMG2 1.9045 6.23e-02
RAN 1.9045 6.13e-02
RE 1.9045 6.18e-02
TRBDF2 1.9045 6.30e-02
CN 1.9045 6.34e-02
Hagan 1.9146 5.82e-02
LMG3 1.9146 6.08e-02
LMG2 1.9146 6.03e-02
RAN 1.9146 5.93e-02
RE 1.9146 5.98e-02
TRBDF2 1.9146 6.10e-02
CN 1.9146 6.14e-02
Hagan 1.9246 5.64e-02
LMG3 1.9246 5.88e-02
LMG2 1.9246 5.84e-02
RAN 1.9246 5.74e-02
RE 1.9246 5.78e-02
TRBDF2 1.9246 5.90e-02
CN 1.9246 5.94e-02
Hagan 1.9347 5.47e-02
LMG3 1.9347 5.70e-02
LMG2 1.9347 5.65e-02
RAN 1.9347 5.56e-02
RE 1.9347 5.59e-02
TRBDF2 1.9347 5.71e-02
CN 1.9347 5.75e-02
Hagan 1.9447 5.30e-02
LMG3 1.9447 5.52e-02
LMG2 1.9447 5.48e-02
RAN 1.9447 5.38e-02
RE 1.9447 5.41e-02
TRBDF2 1.9447 5.53e-02
CN 1.9447 5.57e-02
Hagan 1.9548 5.14e-02
LMG3 1.9548 5.34e-02
LMG2 1.9548 5.30e-02
RAN 1.9548 5.21e-02
RE 1.9548 5.24e-02
TRBDF2 1.9548 5.36e-02
CN 1.9548 5.39e-02
Hagan 1.9648 4.99e-02
LMG3 1.9648 5.18e-02
LMG2 1.9648 5.14e-02
RAN 1.9648 5.05e-02
RE 1.9648 5.07e-02
TRBDF2 1.9648 5.19e-02
CN 1.9648 5.23e-02
Hagan 1.9749 4.84e-02
LMG3 1.9749 5.02e-02
LMG2 1.9749 4.98e-02
RAN 1.9749 4.89e-02
RE 1.9749 4.91e-02
TRBDF2 1.9749 5.03e-02
CN 1.9749 5.06e-02
Hagan 1.9849 4.70e-02
LMG3 1.9849 4.86e-02
LMG2 1.9849 4.83e-02
RAN 1.9849 4.74e-02
RE 1.9849 4.75e-02
TRBDF2 1.9849 4.87e-02
CN 1.9849 4.91e-02
Hagan 1.9950 4.56e-02
LMG3 1.9950 4.71e-02
LMG2 1.9950 4.68e-02
RAN 1.9950 4.59e-02
RE 1.9950 4.61e-02
TRBDF2 1.9950 4.72e-02
CN 1.9950 4.75e-02
Hagan 2.0050 4.43e-02
LMG3 2.0050 4.57e-02
LMG2 2.0050 4.54e-02
RAN 2.0050 4.45e-02
RE 2.0050 4.46e-02
TRBDF2 2.0050 4.58e-02
CN 2.0050 4.61e-02
Hagan 2.0151 4.30e-02
LMG3 2.0151 4.43e-02
LMG2 2.0151 4.40e-02
RAN 2.0151 4.31e-02
RE 2.0151 4.32e-02
TRBDF2 2.0151 4.44e-02
CN 2.0151 4.47e-02
Hagan 2.0251 4.18e-02
LMG3 2.0251 4.30e-02
LMG2 2.0251 4.27e-02
RAN 2.0251 4.18e-02
RE 2.0251 4.19e-02
TRBDF2 2.0251 4.30e-02
CN 2.0251 4.33e-02
Hagan 2.0352 4.06e-02
LMG3 2.0352 4.17e-02
LMG2 2.0352 4.14e-02
RAN 2.0352 4.05e-02
RE 2.0352 4.06e-02
TRBDF2 2.0352 4.17e-02
CN 2.0352 4.20e-02
Hagan 2.0452 3.95e-02
LMG3 2.0452 4.04e-02
LMG2 2.0452 4.02e-02
RAN 2.0452 3.93e-02
RE 2.0452 3.94e-02
TRBDF2 2.0452 4.05e-02
CN 2.0452 4.08e-02
Hagan 2.0553 3.83e-02
LMG3 2.0553 3.92e-02
LMG2 2.0553 3.90e-02
RAN 2.0553 3.82e-02
RE 2.0553 3.82e-02
TRBDF2 2.0553 3.93e-02
CN 2.0553 3.95e-02
Hagan 2.0653 3.73e-02
LMG3 2.0653 3.81e-02
LMG2 2.0653 3.79e-02
RAN 2.0653 3.70e-02
RE 2.0653 3.70e-02
TRBDF2 2.0653 3.81e-02
CN 2.0653 3.84e-02
Hagan 2.0754 3.63e-02
LMG3 2.0754 3.70e-02
LMG2 2.0754 3.68e-02
RAN 2.0754 3.59e-02
RE 2.0754 3.59e-02
TRBDF2 2.0754 3.70e-02
CN 2.0754 3.72e-02
Hagan 2.0854 3.53e-02
LMG3 2.0854 3.59e-02
LMG2 2.0854 3.57e-02
RAN 2.0854 3.49e-02
RE 2.0854 3.49e-02
TRBDF2 2.0854 3.59e-02
CN 2.0854 3.61e-02
Hagan 2.0955 3.43e-02
LMG3 2.0955 3.49e-02
LMG2 2.0955 3.47e-02
RAN 2.0955 3.39e-02
RE 2.0955 3.38e-02
TRBDF2 2.0955 3.49e-02
CN 2.0955 3.51e-02
Hagan 2.1055 3.34e-02
LMG3 2.1055 3.39e-02
LMG2 2.1055 3.37e-02
RAN 2.1055 3.29e-02
RE 2.1055 3.29e-02
TRBDF2 2.1055 3.39e-02
CN 2.1055 3.41e-02
Hagan 2.1156 3.25e-02
LMG3 2.1156 3.29e-02
LMG2 2.1156 3.27e-02
RAN 2.1156 3.19e-02
RE 2.1156 3.19e-02
TRBDF2 2.1156 3.29e-02
CN 2.1156 3.31e-02
Hagan 2.1256 3.16e-02
LMG3 2.1256 3.20e-02
LMG2 2.1256 3.18e-02
RAN 2.1256 3.10e-02
RE 2.1256 3.10e-02
TRBDF2 2.1256 3.20e-02
CN 2.1256 3.21e-02
Hagan 2.1357 3.08e-02
LMG3 2.1357 3.11e-02
LMG2 2.1357 3.09e-02
RAN 2.1357 3.02e-02
RE 2.1357 3.01e-02
TRBDF2 2.1357 3.10e-02
CN 2.1357 3.12e-02
Hagan 2.1457 3.00e-02
LMG3 2.1457 3.02e-02
LMG2 2.1457 3.01e-02
RAN 2.1457 2.93e-02
RE 2.1457 2.92e-02
TRBDF2 2.1457 3.02e-02
CN 2.1457 3.03e-02
Hagan 2.1558 2.92e-02
LMG3 2.1558 2.94e-02
LMG2 2.1558 2.92e-02
RAN 2.1558 2.85e-02
RE 2.1558 2.84e-02
TRBDF2 2.1558 2.93e-02
CN 2.1558 2.95e-02
Hagan 2.1658 2.84e-02
LMG3 2.1658 2.85e-02
LMG2 2.1658 2.84e-02
RAN 2.1658 2.77e-02
RE 2.1658 2.76e-02
TRBDF2 2.1658 2.85e-02
CN 2.1658 2.86e-02
Hagan 2.1759 2.77e-02
LMG3 2.1759 2.78e-02
LMG2 2.1759 2.76e-02
RAN 2.1759 2.69e-02
RE 2.1759 2.68e-02
TRBDF2 2.1759 2.77e-02
CN 2.1759 2.78e-02
Hagan 2.1859 2.70e-02
LMG3 2.1859 2.70e-02
LMG2 2.1859 2.69e-02
RAN 2.1859 2.62e-02
RE 2.1859 2.61e-02
TRBDF2 2.1859 2.69e-02
CN 2.1859 2.71e-02
Hagan 2.1960 2.63e-02
LMG3 2.1960 2.63e-02
LMG2 2.1960 2.62e-02
RAN 2.1960 2.55e-02
RE 2.1960 2.53e-02
TRBDF2 2.1960 2.62e-02
CN 2.1960 2.63e-02
Hagan 2.2060 2.56e-02
LMG3 2.2060 2.56e-02
LMG2 2.2060 2.55e-02
RAN 2.2060 2.48e-02
RE 2.2060 2.46e-02
TRBDF2 2.2060 2.55e-02
CN 2.2060 2.56e-02
Hagan 2.2161 2.50e-02
LMG3 2.2161 2.49e-02
LMG2 2.2161 2.48e-02
RAN 2.2161 2.41e-02
RE 2.2161 2.40e-02
TRBDF2 2.2161 2.48e-02
CN 2.2161 2.49e-02
Hagan 2.2261 2.44e-02
LMG3 2.2261 2.42e-02
LMG2 2.2261 2.41e-02
RAN 2.2261 2.34e-02
RE 2.2261 2.33e-02
TRBDF2 2.2261 2.41e-02
CN 2.2261 2.42e-02
Hagan 2.2362 2.37e-02
LMG3 2.2362 2.36e-02
LMG2 2.2362 2.35e-02
RAN 2.2362 2.28e-02
RE 2.2362 2.27e-02
TRBDF2 2.2362 2.35e-02
CN 2.2362 2.35e-02
Hagan 2.2462 2.32e-02
LMG3 2.2462 2.29e-02
LMG2 2.2462 2.29e-02
RAN 2.2462 2.22e-02
RE 2.2462 2.21e-02
TRBDF2 2.2462 2.29e-02
CN 2.2462 2.29e-02
Hagan 2.2563 2.26e-02
LMG3 2.2563 2.23e-02
LMG2 2.2563 2.23e-02
RAN 2.2563 2.16e-02
RE 2.2563 2.15e-02
TRBDF2 2.2563 2.22e-02
CN 2.2563 2.23e-02
Hagan 2.2663 2.20e-02
LMG3 2.2663 2.17e-02
LMG2 2.2663 2.17e-02
RAN 2.2663 2.10e-02
RE 2.2663 2.09e-02
TRBDF2 2.2663 2.17e-02
CN 2.2663 2.17e-02
Hagan 2.2764 2.15e-02
LMG3 2.2764 2.12e-02
LMG2 2.2764 2.11e-02
RAN 2.2764 2.05e-02
RE 2.2764 2.03e-02
TRBDF2 2.2764 2.11e-02
CN 2.2764 2.11e-02
Hagan 2.2864 2.10e-02
LMG3 2.2864 2.06e-02
LMG2 2.2864 2.06e-02
RAN 2.2864 2.00e-02
RE 2.2864 1.98e-02
TRBDF2 2.2864 2.05e-02
CN 2.2864 2.06e-02
Hagan 2.2965 2.05e-02
LMG3 2.2965 2.01e-02
LMG2 2.2965 2.01e-02
RAN 2.2965 1.94e-02
RE 2.2965 1.93e-02
TRBDF2 2.2965 2.00e-02
CN 2.2965 2.00e-02
Hagan 2.3065 2.00e-02
LMG3 2.3065 1.96e-02
LMG2 2.3065 1.95e-02
RAN 2.3065 1.89e-02
RE 2.3065 1.88e-02
TRBDF2 2.3065 1.95e-02
CN 2.3065 1.95e-02
Hagan 2.3166 1.95e-02
LMG3 2.3166 1.91e-02
LMG2 2.3166 1.90e-02
RAN 2.3166 1.85e-02
RE 2.3166 1.83e-02
TRBDF2 2.3166 1.90e-02
CN 2.3166 1.90e-02
Hagan 2.3266 1.91e-02
LMG3 2.3266 1.86e-02
LMG2 2.3266 1.86e-02
RAN 2.3266 1.80e-02
RE 2.3266 1.78e-02
TRBDF2 2.3266 1.85e-02
CN 2.3266 1.85e-02
Hagan 2.3367 1.86e-02
LMG3 2.3367 1.81e-02
LMG2 2.3367 1.81e-02
RAN 2.3367 1.75e-02
RE 2.3367 1.74e-02
TRBDF2 2.3367 1.80e-02
CN 2.3367 1.80e-02
Hagan 2.3467 1.82e-02
LMG3 2.3467 1.77e-02
LMG2 2.3467 1.77e-02
RAN 2.3467 1.71e-02
RE 2.3467 1.69e-02
TRBDF2 2.3467 1.76e-02
CN 2.3467 1.76e-02
Hagan 2.3568 1.78e-02
LMG3 2.3568 1.72e-02
LMG2 2.3568 1.72e-02
RAN 2.3568 1.67e-02
RE 2.3568 1.65e-02
TRBDF2 2.3568 1.71e-02
CN 2.3568 1.71e-02
Hagan 2.3668 1.74e-02
LMG3 2.3668 1.68e-02
LMG2 2.3668 1.68e-02
RAN 2.3668 1.62e-02
RE 2.3668 1.61e-02
TRBDF2 2.3668 1.67e-02
CN 2.3668 1.67e-02
Hagan 2.3769 1.70e-02
LMG3 2.3769 1.64e-02
LMG2 2.3769 1.64e-02
RAN 2.3769 1.58e-02
RE 2.3769 1.57e-02
TRBDF2 2.3769 1.63e-02
CN 2.3769 1.63e-02
Hagan 2.3869 1.66e-02
LMG3 2.3869 1.60e-02
LMG2 2.3869 1.60e-02
RAN 2.3869 1.54e-02
RE 2.3869 1.53e-02
TRBDF2 2.3869 1.59e-02
CN 2.3869 1.58e-02
Hagan 2.3970 1.62e-02
LMG3 2.3970 1.56e-02
LMG2 2.3970 1.56e-02
RAN 2.3970 1.51e-02
RE 2.3970 1.49e-02
TRBDF2 2.3970 1.55e-02
CN 2.3970 1.54e-02
Hagan 2.4070 1.58e-02
LMG3 2.4070 1.52e-02
LMG2 2.4070 1.52e-02
RAN 2.4070 1.47e-02
RE 2.4070 1.45e-02
TRBDF2 2.4070 1.51e-02
CN 2.4070 1.51e-02
Hagan 2.4171 1.55e-02
LMG3 2.4171 1.48e-02
LMG2 2.4171 1.48e-02
RAN 2.4171 1.43e-02
RE 2.4171 1.42e-02
TRBDF2 2.4171 1.47e-02
