Scheme Strike Density
TRBDF2 4.8392 6.44e-05
CN 4.8392 6.44e-05
Hagan 4.8492 4.74e-04
LMG3 4.8492 6.02e-05
LMG2 4.8492 6.03e-05
RAN 4.8492 6.02e-05
RE 4.8492 6.01e-05
TRBDF2 4.8492 6.02e-05
CN 4.8492 6.02e-05
Hagan 4.8593 4.69e-04
LMG3 4.8593 5.60e-05
LMG2 4.8593 5.61e-05
RAN 4.8593 5.60e-05
RE 4.8593 5.59e-05
TRBDF2 4.8593 5.60e-05
CN 4.8593 5.60e-05
Hagan 4.8693 4.64e-04
LMG3 4.8693 5.19e-05
LMG2 4.8693 5.19e-05
RAN 4.8693 5.18e-05
RE 4.8693 5.18e-05
TRBDF2 4.8693 5.18e-05
CN 4.8693 5.18e-05
Hagan 4.8794 4.60e-04
LMG3 4.8794 4.78e-05
LMG2 4.8794 4.78e-05
RAN 4.8794 4.77e-05
RE 4.8794 4.77e-05
TRBDF2 4.8794 4.77e-05
CN 4.8794 4.77e-05
Hagan 4.8894 4.55e-04
LMG3 4.8894 4.37e-05
LMG2 4.8894 4.38e-05
RAN 4.8894 4.37e-05
RE 4.8894 4.36e-05
TRBDF2 4.8894 4.37e-05
CN 4.8894 4.37e-05
Hagan 4.8995 4.50e-04
LMG3 4.8995 3.97e-05
LMG2 4.8995 3.97e-05
RAN 4.8995 3.97e-05
RE 4.8995 3.96e-05
TRBDF2 4.8995 3.97e-05
CN 4.8995 3.96e-05
Hagan 4.9095 4.46e-04
LMG3 4.9095 3.57e-05
LMG2 4.9095 3.57e-05
RAN 4.9095 3.57e-05
RE 4.9095 3.56e-05
TRBDF2 4.9095 3.57e-05
CN 4.9095 3.57e-05
Hagan 4.9196 4.42e-04
LMG3 4.9196 3.18e-05
LMG2 4.9196 3.18e-05
RAN 4.9196 3.17e-05
RE 4.9196 3.17e-05
TRBDF2 4.9196 3.17e-05
CN 4.9196 3.17e-05
Hagan 4.9296 4.37e-04
LMG3 4.9296 2.79e-05
LMG2 4.9296 2.79e-05
RAN 4.9296 2.79e-05
RE 4.9296 2.78e-05
TRBDF2 4.9296 2.79e-05
CN 4.9296 2.78e-05
Hagan 4.9397 4.33e-04
LMG3 4.9397 2.40e-05
LMG2 4.9397 2.41e-05
RAN 4.9397 2.40e-05
RE 4.9397 2.40e-05
TRBDF2 4.9397 2.40e-05
CN 4.9397 2.40e-05
Hagan 4.9497 4.29e-04
LMG3 4.9497 2.02e-05
LMG2 4.9497 2.02e-05
RAN 4.9497 2.02e-05
RE 4.9497 2.02e-05
TRBDF2 4.9497 2.02e-05
CN 4.9497 2.02e-05
Hagan 4.9598 4.24e-04
LMG3 4.9598 1.65e-05
LMG2 4.9598 1.65e-05
RAN 4.9598 1.64e-05
RE 4.9598 1.64e-05
TRBDF2 4.9598 1.64e-05
CN 4.9598 1.64e-05
Hagan 4.9698 4.20e-04
LMG3 4.9698 1.27e-05
LMG2 4.9698 1.27e-05
RAN 4.9698 1.27e-05
RE 4.9698 1.27e-05
TRBDF2 4.9698 1.27e-05
CN 4.9698 1.27e-05
Hagan 4.9799 4.16e-04
LMG3 4.9799 9.04e-06
LMG2 4.9799 9.06e-06
RAN 4.9799 9.04e-06
RE 4.9799 9.03e-06
TRBDF2 4.9799 9.04e-06
CN 4.9799 9.03e-06
Hagan 4.9899 4.12e-04
LMG3 4.9899 5.40e-06
LMG2 4.9899 5.40e-06
RAN 4.9899 5.39e-06
RE 4.9899 5.39e-06
TRBDF2 4.9899 5.39e-06
CN 4.9899 5.39e-06
Hagan 5.0000 4.08e-04
LMG3 5.0000 1.79e-06
LMG2 5.0000 1.79e-06
RAN 5.0000 1.79e-06
RE 5.0000 1.79e-06
TRBDF2 5.0000 1.79e-06
CN 5.0000 1.79e-06
Hagan 5.0101 4.04e-04
LMG3 5.0101 -1.78e-06
LMG2 5.0101 -1.78e-06
RAN 5.0101 -1.78e-06
RE 5.0101 0.00e+00
TRBDF2 5.0101 -1.78e-06
CN 5.0101 -1.78e-06
